,imdb_id,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,certification
399,tt0247638,0.0,/gHtCBCQrzT6MvCylcvgFWPMZ1E2.jpg,"{'id': 107674, 'name': 'The Princess Diaries Collection', 'poster_path': '/3uDvh88xbVpRKMBw5JD0gbptvPJ.jpg', 'backdrop_path': '/7YtskA8cdK2WO7l7MKwMHt5Pqxt.jpg'}",37000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,9880.0,en,The Princess Diaries,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",38.614,/wA4lgl8gmoICSShviCkEB61nIBB.jpg,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 26423, 'logo_path': None, 'name': 'BrownHouse Productions', 'origin_country': 'US'}, {'id': 65559, 'logo_path': None, 'name': 'Bottom of the Ninth Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-03,165335153.0,115.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,She rocks. She rules. She reigns.,The Princess Diaries,0.0,6.937,4371.0,G
400,tt0247645,0.0,/jT4jItbREYsDBLmmpj7BEAN5dDd.jpg,,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,18836.0,en,The Quickie,"A crime soap opera about a Russian mobster retiring from ""the business"" on New Year's Eve, only to discover he has been targeted for death by a rival mobster.",2.425,/vZL6TqLtWoJF69ge6G01YP30TcH.jpg,"[{'id': 140, 'logo_path': '/ooz5b0ov3PLfBoOJyMmdoffVuHs.png', 'name': 'Pandora Film', 'origin_country': 'DE'}, {'id': 324, 'logo_path': None, 'name': 'Flach Film', 'origin_country': 'FR'}, {'id': 2652, 'logo_path': None, 'name': 'Pyramide Films', 'origin_country': 'FR'}, {'id': 3488, 'logo_path': None, 'name': 'Portman Film', 'origin_country': ''}, {'id': 12527, 'logo_path': None, 'name': 'Pendragon Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-04,0.0,99.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Quickie,0.0,5.0,16.0,
401,tt0247745,0.0,/syJIWYB1L14wdIiiH9Q7pft4ga5.jpg,"{'id': 449462, 'name': 'Super Troopers Collection', 'poster_path': '/cpC33CbO25Vo9N1fbwdrl3yA1X9.jpg', 'backdrop_path': '/6BGdTvwgcknQZxw9CMAJUdYNyEP.jpg'}",1200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",http://www.brokenlizard.com/movies/supertroopers/,39939.0,en,Super Troopers,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",12.175,/7aatn3TWAVo9a2OJyQTuYpoB48G.jpg,"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 2773, 'logo_path': '/ubyU2v6XcREGwyeieqdcxvZzvKc.png', 'name': 'Broken Lizard Industries', 'origin_country': 'US'}, {'id': 37497, 'logo_path': None, 'name': 'Jersey Shore', 'origin_country': ''}, {'id': 52948, 'logo_path': None, 'name': 'Cataland Films', 'origin_country': ''}, {'id': 106323, 'logo_path': None, 'name': 'Árpád Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-18,18492362.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Altered State Police,Super Troopers,0.0,6.597,906.0,R
402,tt0247786,0.0,/f07EnHdTyQpKZHj3y2zHId4ltcp.jpg,,4000000.0,"[{'id': 18, 'name': 'Drama'}]",,371013.0,en,"Two Days, Nine Lives",A drug addict checks into rehab.,0.6000000000000001,/aF9jOaxkS7XhJ21T7Tc3yF8InvE.jpg,"[{'id': 69238, 'logo_path': None, 'name': 'Stairafilm Motion Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2001-03-02,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Cracking up or checking out - the choice is theirs.,"Two Days, Nine Lives",0.0,0.0,0.0,
405,tt0248164,0.0,,,200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://www.magikandrose.co.nz/,361418.0,en,Magik & Rose,"As everyone in town gears up for the annual Hokitka Wild Foods Festival, Magik and Rose are locked  in a poignant and funny off-beat tale of friendship and fertility. The result could end a good marriage,  redefine the ""perfect man"", as well as discover what it means to be mother and daughter.",0.6000000000000001,/xoA9NpErTfi1CGLvsUES1C4wjLZ.jpg,"[{'id': 294, 'logo_path': '/3XuHM8TXG0gDdPM3xJI14gkZbQy.png', 'name': 'New Zealand Film Commission', 'origin_country': 'NZ'}, {'id': 49395, 'logo_path': None, 'name': 'Kahukura Productions', 'origin_country': ''}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2000-05-15,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Love, Hokitika and 80 Million Sperm",Magik & Rose,0.0,7.0,1.0,
408,tt0248667,0.0,/gVtm7G5NtQxjFNA5ydqxslxjCuk.jpg,,107000000.0,"[{'id': 18, 'name': 'Drama'}]",,8489.0,en,Ali,"In 1964, a brash, new pro boxer, fresh from his Olympic gold medal victory, explodes onto the scene: Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self-confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",19.078,/aBphVTRYpJS028Of2Ctho1mYgcF.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 675, 'logo_path': None, 'name': 'Forward Pass', 'origin_country': 'US'}, {'id': 907, 'logo_path': '/ca5SWI5uvU985f8Kbb4xc8AmVWH.png', 'name': 'Overbrook Entertainment', 'origin_country': 'US'}, {'id': 7380, 'logo_path': None, 'name': 'Initial Entertainment Group', 'origin_country': 'US'}, {'id': 9137, 'logo_path': None, 'name': 'Moonlighting Films', 'origin_country': 'ZA'}, {'id': 16774, 'logo_path': None, 'name': 'Peters Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-10,87713825.0,157.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Float like a butterfly and sting like a bee.,Ali,0.0,6.773,1466.0,
416,tt0249371,0.0,/jyGiG4wcr0BHpqIXiep5MRCQ7Kz.jpg,,17000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",,4435.0,hi,अशोक,"A young Prince Asoka works to perfect his skills in battle and also deals with family conflict. During a struggle with one of his step-brothers, his mother urges Asoka to escape to stay alive. While away, Asoka meets Kaurwaki and falls in love, but must use his skills as a warrior to protect her. A dangerous and heartbreaking web of conspiracy follows, which leads Asoka to embrace a Buddhist path.",9.324,/3S9u9oMFEwvzt1OGSv9PBowzmiD.jpg,"[{'id': 2343, 'logo_path': '/fkrlAFxgAtIHgYJGIQcDggeucKV.png', 'name': 'Red Chillies Entertainment', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2001-09-13,19000000.0,175.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Only the dead have seen the end of war,Aśoka,0.0,6.4,131.0,R
417,tt0249478,0.0,/uKwQGbxSQ3VWfVRJWeZ7sNQlBJ5.jpg,,75000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,11456.0,en,Domestic Disturbance,"Frank Morrison is a divorced father with a 12-year-old son, Danny. His ex-wife Susan and son Danny now live with Rick Barnes, Susan's new husband. Danny, who has a reputation for telling lies, accuses his stepfather of committing a murder. Initially, no one believes his accusations, but then Frank becomes convinced and is the only one who believes him. Now, the father Danny trusts must protect him from the stepfather he fears.",12.438,/3yAhZB2fsaD1H69Vsro02ucvDO.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-28,54249294.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,He will do anything to protect his family.,Domestic Disturbance,0.0,5.8,347.0,PG-13
418,tt0249511,0.0,,,3000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,84952.0,en,Double Deception,"Mr. Ozaki, a Japanese conglomerate businessman living in Los Angeles, hires a beautiful young double (Maria) to protect his real daughter (Lisa) from harm. When Maria is kidnapped by a professional crime organization for a $2 million ransom, her bodyguard, Luke Campbell, conceives a plan to rescue her. By kidnapping the real Lisa Ozaki and turning her over to the kidnappers, Luke hopes to save Maria, and ultimately Lisa, as he knows her father will only pay the ransom for his daughter and not the double. However, the bodyguards hired to watch Lisa have another plan in mind. About to lose their jobs for losing Lisa when they were supposed to keep an eye on her at all times, they decide to steal the ransom money and rescue Lisa, in an attempt to be the heroes and save their jobs",1.5670000000000002,/27xxLastQVEnG52xi0lML71iOmK.jpg,"[{'id': 5989, 'logo_path': None, 'name': 'Pathfinder Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-03-31,0.0,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Betrayal at every turn... Danger around every curve,Double Deception,0.0,4.5,2.0,
422,tt0250202,0.0,/dJxCfBDW1VuwNi0ZyiTgJcOgvNH.jpg,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,21055.0,en,All Over the Guy,A contemporary romantic comedy exploring the unlikely pairing of two 20-somethings thrown together by their respective best friends in hopes of igniting their own romance.,6.609,/tIO6jd2stGtM6pLvX8Jm85efw9Q.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-10,1051948.0,95.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"4 friends, 2 couples. Twice as much to lie about in the morning.",All Over the Guy,0.0,6.0,56.0,R
424,tt0250224,0.0,/zbFG63ineDZdEHHyv7WwASRpOAM.jpg,,13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10691.0,en,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",9.376,/x6ZIwp7pXpIoJKc7S9MXpM3TOVv.jpg,"[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 12548, 'logo_path': None, 'name': 'Ufland', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-29,16929123.0,99.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,0.0,6.6,295.0,PG-13
425,tt0250258,0.0,/6LrSj1vsYALVLTf2RCCfJFWimM7.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.dasexperiment.de/intro/,575.0,de,Das Experiment,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence — a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,11.659,/o6Yq5XcFfsmG5IVEy4qdJ8levmj.jpg,"[{'id': 191, 'logo_path': '/d5tPJd8jGLtJC5cp9NG0HeoTyoe.png', 'name': 'Senator Film', 'origin_country': 'DE'}, {'id': 330, 'logo_path': None, 'name': 'Fanes Film', 'origin_country': ''}, {'id': 1107, 'logo_path': None, 'name': 'Seven Pictures', 'origin_country': 'DE'}, {'id': 52109, 'logo_path': None, 'name': 'Typhoon', 'origin_country': ''}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2001-03-07,13782896.0,120.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,You are invited to participate,The Experiment,0.0,7.409,920.0,
427,tt0250282,0.0,,,0.0,"[{'id': 35, 'name': 'Comedy'}]",,184835.0,en,Teddy Bears' Picnic,"In Harry Shearer's tongue-in-cheek comedy, a waiter at Zanbesu Glen (a chi-chi Northern California resort) uses his movie camera to spy on the annual communal vacation of a group of rich, white U.S. government and business leaders who drink and carouse to excess while plotting their next move on the global stage. His goal? To sell the embarrassing and incriminating footage to the media and expose the ""leaders"" for what they really are.",1.968,/ynoApiMTavHJJnwpy9e58hMbdUH.jpg,"[{'id': 60615, 'logo_path': None, 'name': 'Visionbox Pictures', 'origin_country': ''}, {'id': 192041, 'logo_path': None, 'name': 'Century of Progress Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-03-29,28149.0,80.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"For fifty-one weeks a year, they run the country. For one week, they run amok.",Teddy Bears' Picnic,0.0,0.0,0.0,R
428,tt0250310,0.0,/3kOMMRwf9AEdQ2STIb4tjcsRx9w.jpg,,11000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,17708.0,en,Corky Romano,"Corky Romano is a bumbling, simpleton, veterinarian and the youngest, outcast son of an aging gangster, named Pops Romano, who calls upon Corky to infiltrate the local FBI and retrieve and destroy evidence being used to incriminate Pops for racketeering charges.",7.342,/aLgzSIgHTyWggrP7ieDVYE3PB8g.jpg,"[{'id': 3929, 'logo_path': None, 'name': 'Robert Simonds Productions', 'origin_country': 'US'}, {'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-10-12,23978402.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Vietnamese', 'iso_639_1': 'vi', 'name': 'Tiếng Việt'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,Undercover and Out The Way!,Corky Romano,0.0,4.2,136.0,PG-13
429,tt0250323,0.0,/5rSXrRjdkI7DfI7BS4uz58AXE50.jpg,,3000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,24936.0,en,The Deep End,"With her husband Jack perpetually away at work, Margaret Hall raises her children virtually alone. Her teenage son is testing the waters of the adult world, and early one morning she wakes to find the dead body of his gay lover on the beach of their rural lakeside home. What would you do? What is rational and what do you do to protect your child? How far do you go and when do you stop?",8.021,/bV1P4TKi4qn02Jn0bcnS60u0sUM.jpg,"[{'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}, {'id': 26927, 'logo_path': None, 'name': 'i5 Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-01-21,10031529.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,How far would you go to protect your family?,The Deep End,0.0,6.125,124.0,R
431,tt0250371,0.0,/eYRVyA4oBRNkrT4kAqPS7xiiZHc.jpg,"{'id': 663273, 'name': 'The Other Side of Heaven Collection', 'poster_path': '/81az7zreBnqqTcxKdBgZYs0vyzF.jpg', 'backdrop_path': None}",7000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,16651.0,en,The Other Side of Heaven,"John H. Groberg, a middle class kid from Idaho Falls, crosses the Pacific to become a Mormon missionary in the remote and exotic Tongan island kingdom during the 1950's. He leaves behind a loving family and the true love of his life, Jean. Through letters and musings across the miles, John shares his humbling and sometimes hilarious adventures with ""the girl back home"", and her letters buoy up his spirits in difficult times. John must struggle to overcome language barriers, physical hardship and deep-rooted suspicion to earn the trust and love of the Tongan people he has come to serve. Throughout his adventure-filled three years on the islands, he discovers friends and wisdom in the most unlikely places. John H. Groberg's Tongan odyssey will change his life forever.",7.804,/gJOk8iJ3OUauwB8Oxn1tVQSL13J.jpg,"[{'id': 3202, 'logo_path': '/rwiCINCud2HXc7Rf9aSnQDDMyQX.png', 'name': 'Walt Disney Studios Home Entertainment', 'origin_country': 'US'}, {'id': 3208, 'logo_path': None, 'name': '3Mark Entertainment', 'origin_country': ''}, {'id': 127890, 'logo_path': None, 'name': 'Molen/Garbett Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-12,4720371.0,113.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Tonga', 'iso_639_1': 'to', 'name': ''}]",Released,An Epic Journey.,The Other Side of Heaven,0.0,6.34,48.0,
434,tt0250494,0.0,/shTxmoxGE6PMQQjnpgK49hZXLX.jpg,"{'id': 86024, 'name': 'Legally Blonde Collection', 'poster_path': '/2hRPa13K9cljmKJdaLVs1J1zzay.jpg', 'backdrop_path': '/aabPyPAA6E8hJ7tUipwunr3Itzb.jpg'}",18000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,8835.0,en,Legally Blonde,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school, but while there, she figures out that there is more to herself than just looks.",41.642,/4ABNnmkVpzplrEVQWt1piITT0Ey.jpg,"[{'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-13,141774679.0,96.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Don't judge a book by its hair color!,Legally Blonde,0.0,6.731,3365.0,PG-13
439,tt0250687,0.0,/vian6RN3bC4QdBQzY1wTmBkhxVQ.jpg,,48000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",,9896.0,en,Rat Race,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",21.028,/8ghNCfFbCJjcNSz2K5jOC3eO6ZD.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 3857, 'logo_path': None, 'name': 'Fireworks Pictures', 'origin_country': 'CA'}, {'id': 11462, 'logo_path': '/7ZymELJwuWR4k5p0oeZ3d3WAhO3.png', 'name': 'Alphaville Films', 'origin_country': ''}, {'id': 19814, 'logo_path': None, 'name': 'Zucker Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-08-17,85498534.0,112.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,563 miles. 9 people. $2 million. 1001 problems!,Rat Race,0.0,6.234,1535.0,
446,tt0251075,0.0,/uQVXQ7VI0jbLDo5QwGGyLQUd1so.jpg,,80000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",,9397.0,en,Evolution,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",38.506,/dwIrP544LxJtXToLpzkEa08pIMm.jpg,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 2364, 'logo_path': '/oZyR5maGM96jReVgW7oJ7mXN8ts.png', 'name': 'The Montecito Picture Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-06-08,98376292.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Coming to wipe that silly smile off your planet.,Evolution,0.0,6.041,1910.0,PG-13
